staged_name,class,class_dir,source,family,source_commit,source_path,sha256,phash,width,height,group_id,split,in_balanced
kiran__Dataset_test_BrownRust__BrownRust998.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/test/BrownRust/BrownRust998.png,a8400919f9e1b17b532df96ba93085182edf956940b0332b256e14c8eafbdc72,f01a11e987978f029816747eecf019ea23c326570dafdb08962eec946b37756a,567,756,321,train,1
kiran__Dataset_train_BrownRust__BrownRust1018.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1018.png,1c2b7fffb1967ab81e8924ed7a38a91ee4d12007834aa9e013a147524e64b332,9548c74be4eb0d05b8bef2490cc9f81be57ef644381f2ff8380741a2fe578960,567,756,377,validation,1
kiran__Dataset_train_BrownRust__BrownRust1055.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1055.png,47d691f74a885c561e7e966387b45b994e6769a199aebffb2b254216dd06c1a8,8446846e8767eb93405ea370ea43f2c9d482253bcbe2f4be6b5496b47164dad5,567,756,378,test,1
kiran__Dataset_train_BrownRust__BrownRust107.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust107.png,6045a625f3a322e0080db5350c0863a9db067c7a7904e5ffc09b7fec2f275405,ee74bf330318f3081e80e3841ce41237f02dd7e802fe7c17b6dac3df8cbb4183,567,756,379,train,1
kiran__Dataset_train_BrownRust__BrownRust1138.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1138.png,104fc9bc1edae118649442eea474c37740a258084a8ea2fd0e156970ca183672,825754cd54782547ae597c63425cb0595086e572b1f75f5015aea91a5867bf76,567,1008,380,test,1
kiran__Dataset_train_BrownRust__BrownRust1147.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1147.png,6630699d1eac7003796c05e35fdcd5787a23288a91fbd369f631ee7cfdd4243f,b37957797db291e85b49e3593e9748d6071a12532b3e0c3e4696a3d438ac292b,567,1008,381,train,1
kiran__Dataset_train_BrownRust__BrownRust1166.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1166.png,6883e62445513f71ea8a828c959a7f3d158ec7b2bd3e6f556e9c844a3574b126,f2d0832cf1b4bdbaad6971d90e1adb624ad078a571466a8576a9cb582a9744b7,567,1008,382,test,1
kiran__Dataset_train_BrownRust__BrownRust1206.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1206.png,0021b291f9bda69e6d2412864d02032060f8cc8fea37cba7dcf48eae56b4d1cd,f99e623b0673bc6605c663331c50363ae95cc557bb141dcf0ea3611ca2e6d19d,567,1008,383,test,1
kiran__Dataset_train_BrownRust__BrownRust1215.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1215.png,11538716a2a7071370a43a0badabaef496eeabf1aed88d823fec50aa3ea9b967,988cd9461b3663a816aad5f67b54c2ad14aa65da1375a5292eba675a343d4baa,567,1008,384,train,1
kiran__Dataset_train_BrownRust__BrownRust1238.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1238.png,c42cb1a5b8c2d53237bbb4f23813f87bfd2715304f6993d9186aa69b488deac9,d0ab931018c556e9c76ae1127d9707c408661ebff52189785febb65084ffad2c,567,1008,385,validation,1
kiran__Dataset_train_BrownRust__BrownRust1261.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1261.png,1fb4e50940cb46dc94594787b7240e473a6c3e96f2a87cacb9997a499b1f9f42,b8abd703b6831e12508fb4be8e3e7f0769510950375a306fb7bfa74774214468,567,1008,386,train,1
kiran__Dataset_train_BrownRust__BrownRust1301.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1301.png,d8f074bf2d203f38d455421f5b4fb48cd84e33762cff7889e66976527ea60577,c65a256b904a5fc3c3e4715f8dc11b6022b17c36f1608cf8b9fc067ebc14e66d,567,319,387,train,1
kiran__Dataset_train_BrownRust__BrownRust1317.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1317.png,c83926fac20f523bd7ef2cebad35eb47bf62e0aeaa04bc48e4bad1567192abc2,e4fb0c28f986d0c32f1f9ad27689871e31c7cca091d0277bcd4530170de5d779,567,1008,388,train,1
kiran__Dataset_train_BrownRust__BrownRust1325.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1325.png,2572ef096b186f61ea48b94f79713f6c96d3e014977d643382daec047bc3ee0e,93571ad61ec8c268661e83d361f9e84cbc47e873eb016c7c3d1d4f369e1f4046,567,1008,389,train,1
kiran__Dataset_train_BrownRust__BrownRust1353.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1353.png,de6fa3d8e28095bf7b0e43183515c62e1786aa074d55c8abec213840d3a2357b,93e373439178225ff297a48b3c3a68320d329f164e84afe35ee0d2e53e3dc039,567,1008,390,train,1
kiran__Dataset_train_BrownRust__BrownRust1364.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1364.png,082682842e7a1621ada8ffbe6a6449dfcd1d01b069b3e64dc6ea48becdf53455,d9a8ec8b9eac62425896263fc7035372a7c059786bdf2dbf9441af1892f7400f,709,1260,391,test,1
kiran__Dataset_train_BrownRust__BrownRust1377.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1377.png,d020057bfc5f2ea9802e43a96090c1504169cd6ea45ff992552b8ec07330d484,8d546d553d273d676962d723972fc1fbc64f2a0438007f04c7068e63d478377c,567,1008,392,train,1
kiran__Dataset_train_BrownRust__BrownRust1393.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1393.png,349f2849fe5ac157878d4e9494001babb49ed9db22d06e9a5b489e577d0cf1af,8d03bff04d39d840a5efa95e02e555b4a97caac87fb3c8eef5085052a9ac43a3,567,756,393,train,1
kiran__Dataset_train_BrownRust__BrownRust141.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust141.png,428050d4d3e7e219c6f9060bc3d43fe84ac2342b57cc8a94d548a8e95ee595bc,8efe518bd735dcc2aa8583a0542ad3f5d01353e476b74426fd01c571d96322f3,567,756,394,train,1
kiran__Dataset_train_BrownRust__BrownRust1432.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1432.png,3559db9a04e968fd02e9a49316ad65e395567e33069e0b36d2a3f5b955c0b6be,ace6db2ed31cec5a54f8a178477cf7d90fd0c8aa90c1494af1e407d50b143e63,567,756,395,validation,1
kiran__Dataset_train_BrownRust__BrownRust145.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust145.png,1a4b54304a4d7f415d5923b0a577f5a9c654f70e59c06a53c831fd9bc73f975f,ac64e28bf04399b60c034644b763a5db68d14ef776ba65fd156da8fe822e4b02,567,756,396,train,1
kiran__Dataset_train_BrownRust__BrownRust1480.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1480.png,ede835ebec04e5e130bfa7ca18ef4d5a1997be0836591ec491bbec2f10847bb2,e3a087383e79a7e13dfba5bc3f00dc78090d7a3290c8301e92f0f3d6e370a727,567,756,397,train,1
kiran__Dataset_train_BrownRust__BrownRust156.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust156.png,87a7c7a51fe34d22e5ace73b5c7ad72fd7e82ca07fcfd42f3c3c6f63f3862957,8ccbce46e665b9baa7a8db8010de3d2e3e3897292d7af25f2d429214c68e64d8,567,756,398,validation,1
kiran__Dataset_train_BrownRust__BrownRust1599.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1599.png,d93afc0aebd9d71c14475639103aa6463c21aa5139fb1453d74eed04135680f3,d6583798904bac8ca4c6fb273c9b3ec740264b082b9e77d2d66fb5eb29d40d28,567,756,399,train,1
kiran__Dataset_train_BrownRust__BrownRust1614.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1614.png,d3b3099c587350808daed58c7bc78cde59b3ef8ebd6d1f7019c4053a44dd10ba,fcab7fc0220fc3984c3984e4049981726ac191ce72ac56fdfa09fe0ff78daa13,567,756,400,train,1
kiran__Dataset_train_BrownRust__BrownRust1647.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1647.png,8696e5ade4e35c12329d15867bdbea03352278d06da4f57415d228402cbc0805,999c2a663cd9f2b363cca718f2e713cc3dedc1d2c3ca871a575a8480ada64ce1,567,756,401,test,1
kiran__Dataset_train_BrownRust__BrownRust1663.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1663.png,fc67e6ef12c8711c0a92f89d49df1781cc7b6781783ecdb4d31ae2b7b7bcabc5,8fe4831bf85cd8ce845fad9f99b633a1356e025c25512b3526e9613a47564a9d,567,756,402,train,1
kiran__Dataset_train_BrownRust__BrownRust1682.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1682.png,feecbd93a5dd2d9b900c11f367dedda268c237336f91fc0f02b48bdefacdf9e8,8e6e4e6ef378c0fb19e632f682fb07bb9d2ca15d8e45880723b5ca29840a2d7c,567,756,403,train,1
kiran__Dataset_train_BrownRust__BrownRust1696.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1696.png,cc62bf564ba38f5af4e4c54845029424a2b63fc97f7ece5a4bfda6e79277797b,82694715273a8db4de5ac2233ad912ac50f346e1e8d7ad4fbc04e05c575e7c5e,567,756,404,train,1
kiran__Dataset_train_BrownRust__BrownRust1704.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1704.png,b1167aee3dec94f3a47d91a2ff7eed0ead75bb99778f0792fb61e2ee3cefb134,9cc38867b673e390d780309f57bfd7a5a1271c893d57e039d3002d0f28f295ea,567,756,405,train,1
kiran__Dataset_train_BrownRust__BrownRust1719.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1719.png,a468f31468f90d98647f78595bfc57fa4b0e095ce63718966271f156f021b70c,a2796c398c73cc9cb01bf01faf005bbda3f3162fa13413037a674dc0913e7a6e,567,756,406,validation,1
kiran__Dataset_train_BrownRust__BrownRust173.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust173.png,48c232c3f528a2fb118e33c840cbb7992d2b90b4b72b73188e707014c2e8bbca,f34f246f8b57c84108e49bde48acd629fb63ec0f93b210a8651c3e92b3684fab,567,756,407,train,1
kiran__Dataset_train_BrownRust__BrownRust174.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust174.png,7db55a548f806af9a47142dc0702acda864650d2e2609952405db069730032d1,8c988cbb166c54d26218710cde1486df6abd54d6a806fb8579e3fe3dd1e2a711,567,756,408,train,1
kiran__Dataset_train_BrownRust__BrownRust1772.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1772.png,873dcafb6b38854ddc5a62138499ef1f42af6b2c1ecf8039889777eb593d01ae,f92233e46731a4f98f8304b2fd66451a1364cf4b7ed481b0cea8ec3e0bf92f42,567,756,409,train,1
kiran__Dataset_train_BrownRust__BrownRust1795.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1795.png,bebbf19b9a7c6909d715b3a49ee1b6fdd9f8f37fa9845eb92373e2c0d1d1139d,bf9cc0ecf5e7cc3b3404c43df479a21cfca0226bdc3ca2c2613e9e4500bbb572,567,756,410,train,1
kiran__Dataset_train_BrownRust__BrownRust1812.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1812.png,efdd86e684801157b2e49db6c7d620a3a03a79f2818361e5e5386c985f1d2927,8cc7277bb76cf34ec1c98a0be4e9e2848e225c6cfa7a125a70bce93d141b3887,567,756,411,train,1
kiran__Dataset_train_BrownRust__BrownRust1814.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1814.png,5d40fbf25d45a1331e035200ed031c534c9d540c04372b9339ca4f156be96454,f1a975443f74bf660d45294ec9003b133a589bc23c463bf01bf821b6a3d6e1de,567,756,412,train,1
kiran__Dataset_train_BrownRust__BrownRust1823.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1823.png,10c865f2fc896eda39b13d852f1b21de4cb0b06e46509f527e74f6a1a93faff0,c48d91d981d9e3672ec64a4cf29c5797c6b1f0a25dab216a58bae7aa317acc14,567,756,413,test,1
kiran__Dataset_train_BrownRust__BrownRust1840.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1840.png,0abe0573a650a7040613cfea0d1686b5d3e1767e5f8ebc609743c41dead26a83,9a465861b26cb6ccacd90d99f4f3bdd22b36d2961e36d68241bce29593a764a2,567,756,414,train,1
kiran__Dataset_train_BrownRust__BrownRust1856.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1856.png,dfedfb84af307a60371fa44b30593fa13032dab9c68c465acb75c67ee9b1d0dd,db25496eddd31cc38cd8079238cfe80b393ce774e383453eec750e9147899d44,567,756,415,train,1
kiran__Dataset_train_BrownRust__BrownRust1888.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1888.png,5246a9a04e0e47f34fe08121e1d0d2851ddc43d267fb28d8986ed783bc578e8a,d9de589706df6258d77d24a9222d5f757a2063e2fa2a3757037f32a50d2a202a,567,756,416,train,1
kiran__Dataset_train_BrownRust__BrownRust1889.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1889.png,06feeae38d09a2519ab3b2a75d0b522d821f30f38352a2349f0425798e546ebc,ccf94cd81d46a2254ade7e61fd244d13aa5b92ab0559b0f582aafc138a3ffa21,567,756,417,train,1
kiran__Dataset_train_BrownRust__BrownRust1920.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1920.png,81730b468a5ba9ab058e381fc13293d5be2c922ccb01e8660c71c9002efc6119,8c97a707b9c0acf1b7a8927672e9c2c94919dcf62624fe02a1711f43e89339fc,567,756,418,train,1
kiran__Dataset_train_BrownRust__BrownRust1935.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1935.png,d7c49bea2fcf208b2711015932ebb5940e800106f1fb724f3c1985e90a911e53,b50e754ea507b5c6d2c50cd76ac3c86b0eaa3545e6f5cad6669eb45730034b38,567,756,419,test,1
kiran__Dataset_train_BrownRust__BrownRust1997.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust1997.png,980140a9a516ea7a7cb92a3f34640486162eb17b3dff06d42bfca9b542424b5c,be7604d702edfcced09807b3f818c1791d05e469b51b2b0555abc070bfa50bde,567,756,420,train,1
kiran__Dataset_train_BrownRust__BrownRust2002.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2002.png,c33299c6234bfdc23728ff4d073450c73210f19b14aed483d3c71ed5f0153128,dee714f4a18c5b4da21655d4b5f1ad84f53dad466ba5a9e549782a5c4a09a1c3,567,756,421,train,1
kiran__Dataset_train_BrownRust__BrownRust2038.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2038.png,d7a189ae4884f2bf6302b078cb05aa36b51fa263139fa1070ed6f39f2cfe1771,ff0ddb34329262fe998dd9bbb7a0203d24ca21cbad1efb2251f2e416029d5e0a,709,1260,422,validation,1
kiran__Dataset_train_BrownRust__BrownRust2062.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2062.png,849498c350b902108a8eb5c35f3074abd5fd8aa0be809c315014b70ab4afccf7,878a7f487d40aa71fe3de3f13fe1cecf34993f0066c59d36220d04bb610d1863,567,1008,423,train,1
kiran__Dataset_train_BrownRust__BrownRust2075.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2075.png,46fb2468e554c65ef03efa73db4aec6c6bea0d4a4e23b4550a1a034a38bca91b,ee4b4245f9213cc0a651b66157088fc1c3f91878e67c72fcb913e39c3cae9353,709,1260,424,test,1
kiran__Dataset_train_BrownRust__BrownRust2092.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2092.png,bea748b6df1fc60be6cbf7c7f2682915bc1b1e450f0de34709d781d05d3d3466,d2746f401a5e72900ef5e1ac35460fd4f0ee4580796087d7347ddd250ee9f60f,567,1008,425,train,1
kiran__Dataset_train_BrownRust__BrownRust2110.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2110.png,560abf9f8f3066a71db29745a51feecd6690140d648f081f376b3a409325edb2,9bd76fc39c63624a897030954ef5b3edea294985b6b79c46730b54415398a257,567,1008,426,test,1
kiran__Dataset_train_BrownRust__BrownRust2130.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2130.png,e59ab9dd95e0c782b3409c5f966880d0382ce944827792689f7f92a143893975,cfa50df4fcc3265a469a8962514499446b7caa504bdc7278f0ff13ecd81a5a7c,709,1260,427,train,1
kiran__Dataset_train_BrownRust__BrownRust2151.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2151.png,3a0e2e2369a8e74d3d95709d208f83a3bb3e924c5b5cf7daa80fda5dbc9b4ca3,819d8095a61cc9b461ece5a64de41f609934e3f4627126753e757f55d927cb0c,567,1008,428,train,1
kiran__Dataset_train_BrownRust__BrownRust2179.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2179.png,64635770ba05f3e358c9dd2fabaa2cb3bec152759e9ebbafd2fa5d99a011f76a,9d8e2d53fa9d033ca53af7a347a37c4c84f785a1e02e642b5e529d8f338803d8,709,1260,429,train,1
kiran__Dataset_train_BrownRust__BrownRust2213.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2213.png,0e1f6905b1293df7977dc2ec8db2e0dce79c9973e97c80c3930e6bf80a79cd81,ed191d97ca5e3672cc912e59a158d1b31b2be0681669ec13cfe50d30e22b3b76,567,1008,430,validation,1
kiran__Dataset_train_BrownRust__BrownRust2220.png,Brown Rust,Brown_Rust,kiran,kiran,f4b7cf7c5ac4be3d1d44afb01d0084806e24230b,Dataset/train/BrownRust/BrownRust2220.png,df15edd260e04d4adac92340b103b2e5313af5071925643f62c863925e800edc,93c625e20d7f3a807122c83a3fb0959bb4d83926757b2b9c94e14d9c1aebb12f,567,1008,431,train,1
